0009000000000000, 0009000000000000, 0004000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0015000000000000, 0014000000000000, 0002000000000000
000E000000000000, 000E000000000000, 0007000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001B000000000000, 001A000000000000, 0006000000000000
0010000000000000, 0010000000000000, 0008000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0021000000000000, 001F000000000000, 0006000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 02F0000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000
000E000000000000, 000E000000000000, 0007000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0021000000000000, 001C000000000000, 0003000000000000
000C000000000000, 000C000000000000, 0006000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001C000000000000, 0018000000000000, 0003000000000000
000A000000000000, 000A000000000000, 0005000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001A000000000000, 0019000000000000, 0002000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0146000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0007000000000000, 0007000000000000, 000D000000000000, 0009000000000000, 0007000000000000, 0000000000000000, 0025000000000000, 001F000000000000, 0021000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 03FB000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
000B000000000000, 000B000000000000, 0005000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001B000000000000, 001A000000000000, 0002000000000000
0017000000000000, 0017000000000000, 000C000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 002C000000000000, 002B000000000000, 0009000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0007000000000000, 0000000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0007000000000000, 0400000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0311000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0362000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0012000000000000, 0012000000000000, 0009000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0020000000000000, 001E000000000000, 0008000000000000
0017000000000000, 0017000000000000, 000B000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0028000000000000, 0026000000000000, 000B000000000000
0012000000000000, 0012000000000000, 0009000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0020000000000000, 001E000000000000, 0008000000000000
013D000000000000, 013D000000000000, 00FE000000000000, 0064000000000000, 0001000000000000, 0000000000000000, 01F6000000000000, 0185000000000000, 00E7000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0299000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0245000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0007000000000000, 0000000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 013E000000000000, 0400000000000000, 00B8000000000000, 00A1000000000000, 0089000000000000
0002000000000000, 0002000000000000, 0002000000000000, 0001000000000000, 0363000000000000, 0000000000000000, 022F000000000000, 01D7000000000000, 013C000000000000
0016000000000000, 0016000000000000, 000B000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0028000000000000, 0026000000000000, 000A000000000000
000C000000000000, 000C000000000000, 0006000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0019000000000000, 0018000000000000, 0005000000000000
0002000000000000, 0002000000000000, 0002000000000000, 0001000000000000, 0360000000000000, 0000000000000000, 0267000000000000, 020C000000000000, 01CF000000000000
0136000000000000, 0136000000000000, 00FE000000000000, 006A000000000000, 0007000000000000, 0000000000000000, 01F5000000000000, 0183000000000000, 00E7000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 0372000000000000, 0400000000000000, 019C000000000000, 0152000000000000, 023A000000000000
0019000000000000, 0019000000000000, 000D000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0023000000000000, 001F000000000000, 000B000000000000
000F000000000000, 000F000000000000, 0007000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0023000000000000, 0028000000000000, 0003000000000000
002B000000000000, 002B000000000000, 00AC000000000000, 004A000000000000, 0001000000000000, 0000000000000000, 004A000000000000, 003A000000000000, 005A000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0001000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0011000000000000, 0011000000000000, 0009000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0020000000000000, 001F000000000000, 0007000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0007000000000000, 0000000000000000, 0001000000000000, 0001000000000000, 0001000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 03E3000000000000, 0400000000000000, 016B000000000000, 0128000000000000, 0172000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 038E000000000000, 0000000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0002000000000000, 0002000000000000, 0002000000000000, 0001000000000000, 03BF000000000000, 0000000000000000, 0300000000000000, 02A1000000000000, 025E000000000000
0017000000000000, 0017000000000000, 000C000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0025000000000000, 0024000000000000, 000C000000000000
000A000000000000, 000A000000000000, 0005000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0017000000000000, 0015000000000000, 0002000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 034C000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 033F000000000000, 0400000000000000, 016B000000000000, 0128000000000000, 0193000000000000
000A000000000000, 000A000000000000, 0045000000000000, 001A000000000000, 0001000000000000, 0000000000000000, 0016000000000000, 0012000000000000, 0024000000000000
0009000000000000, 0009000000000000, 0041000000000000, 0019000000000000, 0001000000000000, 0000000000000000, 0016000000000000, 0011000000000000, 0021000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 0305000000000000, 0400000000000000, 019C000000000000, 0152000000000000, 0288000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0393000000000000, 0000000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0008000000000000, 0008000000000000, 0004000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0014000000000000, 0013000000000000, 0002000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 023C000000000000, 0000000000000000, 0059000000000000, 0055000000000000, 0032000000000000
0007000000000000, 0007000000000000, 000D000000000000, 0009000000000000, 0007000000000000, 0000000000000000, 0025000000000000, 001F000000000000, 0021000000000000
000E000000000000, 000E000000000000, 0007000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001B000000000000, 001A000000000000, 0006000000000000
0011000000000000, 0011000000000000, 0011000000000000, 000D000000000000, 0001000000000000, 0000000000000000, 004C000000000000, 003F000000000000, 002F000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0330000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0089000000000000, 0089000000000000, 0100000000000000, 0085000000000000, 0007000000000000, 0000000000000000, 00A7000000000000, 0087000000000000, 009B000000000000
0015000000000000, 0015000000000000, 000B000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0028000000000000, 002E000000000000, 0008000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 03B4000000000000, 0000000000000000, 000C000000000000, 000E000000000000, 0003000000000000
0025000000000000, 0025000000000000, 0012000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0035000000000000, 0033000000000000, 0015000000000000
0012000000000000, 0012000000000000, 0009000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0020000000000000, 001E000000000000, 0008000000000000
0013000000000000, 0013000000000000, 000A000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0024000000000000, 0029000000000000, 0008000000000000
0016000000000000, 0016000000000000, 000B000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0028000000000000, 0026000000000000, 000A000000000000
0009000000000000, 0009000000000000, 0005000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0017000000000000, 0016000000000000, 0002000000000000
0061000000000000, 0061000000000000, 0080000000000000, 0052000000000000, 0007000000000000, 0000000000000000, 0082000000000000, 006A000000000000, 0065000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0308000000000000, 0400000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0104000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 03B7000000000000, 0400000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0183000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0012000000000000, 0012000000000000, 0009000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0020000000000000, 001E000000000000, 0008000000000000
0013000000000000, 0013000000000000, 000A000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 0026000000000000, 0025000000000000, 0007000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0093000000000000, 0000000000000000, 000C000000000000, 000E000000000000, 0003000000000000
0008000000000000, 0008000000000000, 0004000000000000, 0000000000000000, 0007000000000000, 0000000000000000, 0011000000000000, 000F000000000000, 0004000000000000
00D8000000000000, 00D8000000000000, 0100000000000000, 00AA000000000000, 0007000000000000, 0000000000000000, 00C8000000000000, 00A5000000000000, 00BA000000000000
003D000000000000, 003D000000000000, 0089000000000000, 004D000000000000, 0007000000000000, 0000000000000000, 0067000000000000, 0052000000000000, 0064000000000000
0008000000000000, 0008000000000000, 0004000000000000, 0000000000000000, 0007000000000000, 0000000000000000, 0011000000000000, 000F000000000000, 0004000000000000
0010000000000000, 0010000000000000, 0008000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001F000000000000, 0023000000000000, 0006000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 034F000000000000, 0400000000000000, 01C0000000000000, 016D000000000000, 014D000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0007000000000000, 0000000000000000, 0002000000000000, 0002000000000000, 0001000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 032C000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
0038000000000000, 0038000000000000, 0100000000000000, 0060000000000000, 0007000000000000, 0000000000000000, 0064000000000000, 0050000000000000, 0078000000000000
00FD000000000000, 00FD000000000000, 0173000000000000, 0073000000000000, 0007000000000000, 0000000000000000, 01BE000000000000, 0158000000000000, 00D6000000000000
0016000000000000, 0016000000000000, 000B000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 002C000000000000, 0032000000000000, 0008000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0394000000000000, 0000000000000000, 000C000000000000, 000E000000000000, 0003000000000000
0002000000000000, 0002000000000000, 0002000000000000, 0001000000000000, 0316000000000000, 0000000000000000, 0300000000000000, 02A1000000000000, 02A2000000000000
003F000000000000, 003F000000000000, 007D000000000000, 0046000000000000, 0007000000000000, 0000000000000000, 0064000000000000, 0050000000000000, 0059000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0390000000000000, 0000000000000000, 0003000000000000, 0004000000000000, 0000000000000000
0001000000000000, 0001000000000000, 0002000000000000, 0001000000000000, 03E9000000000000, 0400000000000000, 0157000000000000, 0116000000000000, 0168000000000000
0001000000000000, 0001000000000000, 0001000000000000, 0000000000000000, 0325000000000000, 0400000000000000, 0003000000000000, 0003000000000000, 0000000000000000
000B000000000000, 000B000000000000, 0006000000000000, 0000000000000000, 0001000000000000, 0000000000000000, 001C000000000000, 0020000000000000, 0002000000000000
