0000000000000000, 0000000000000000, 0011000000000000, 0008000000000000, 0000000000000000, 000B000000000000, 0009000000000000, 0001000000000000, 0006000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0060000000000000, 0002000000000000, 00CB000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0035000000000000, 0006000000000000, 0048000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0017000000000000, 002A000000000000, 0000000000000000, 000F000000000000, 0014000000000000, 0002000000000000, 0021000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0048000000000000, 0004000000000000, 006E000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 00D8000000000000, 0007000000000000, 012F000000000000
0000000000000000, 0000000000000000, 0024000000000000, 0029000000000000, 0000000000000000, 0018000000000000, 0023000000000000, 0001000000000000, 002A000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0017000000000000, 0017000000000000, 0000000000000000, 0010000000000000, 0011000000000000, 0001000000000000, 0012000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0007000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 006C000000000000, 0002000000000000, 00C2000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0023000000000000, 0011000000000000, 0000000000000000, 0018000000000000, 0012000000000000, 0001000000000000, 000D000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0021000000000000, 001E000000000000, 0000000000000000, 0016000000000000, 0018000000000000, 0001000000000000, 0018000000000000
0000000000000000, 0000000000000000, 0021000000000000, 001B000000000000, 0000000000000000, 0016000000000000, 001A000000000000, 0000000000000000, 0015000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001A000000000000, 0012000000000000, 0000000000000000, 0012000000000000, 0010000000000000, 0001000000000000, 000E000000000000
0000000000000000, 0000000000000000, 0020000000000000, 0015000000000000, 0000000000000000, 0016000000000000, 0013000000000000, 0001000000000000, 0010000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0003000000000000, 0001000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0024000000000000, 0056000000000000, 0000000000000000, 0018000000000000, 0034000000000000, 0000000000000000, 0042000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0048000000000000, 0008000000000000, 006F000000000000
0000000000000000, 0000000000000000, 001D000000000000, 0024000000000000, 0000000000000000, 0014000000000000, 0019000000000000, 0001000000000000, 001C000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 003B000000000000, 0007000000000000, 0034000000000000
0000000000000000, 0000000000000000, 001F000000000000, 0022000000000000, 0000000000000000, 0015000000000000, 0019000000000000, 0001000000000000, 001B000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0010000000000000, 0000000000000000, 0000000000000000, 000B000000000000, 0001000000000000, 000D000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0128000000000000, 0003000000000000, 018E000000000000
0000000000000000, 0000000000000000, 0024000000000000, 003F000000000000, 0000000000000000, 0018000000000000, 002A000000000000, 0000000000000000, 0031000000000000
0000000000000000, 0000000000000000, 0026000000000000, 0029000000000000, 0000000000000000, 001A000000000000, 0022000000000000, 0000000000000000, 0020000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0041000000000000, 0034000000000000, 0000000000000000, 002D000000000000, 002B000000000000, 0001000000000000, 0028000000000000
0000000000000000, 0000000000000000, 0017000000000000, 0015000000000000, 0000000000000000, 000F000000000000, 0010000000000000, 0001000000000000, 0010000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0010000000000000, 0000000000000000, 0000000000000000, 000B000000000000, 0001000000000000, 000D000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0038000000000000, 0005000000000000, 0052000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0097000000000000, 0001000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0026000000000000, 0018000000000000, 0000000000000000, 001A000000000000, 001A000000000000, 0000000000000000, 0013000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0008000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 000E000000000000, 0002000000000000, 0010000000000000
0000000000000000, 0000000000000000, 001F000000000000, 0015000000000000, 0000000000000000, 0015000000000000, 0013000000000000, 0001000000000000, 0010000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 005B000000000000, 0009000000000000, 0084000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0019000000000000, 001F000000000000, 0000000000000000, 0011000000000000, 0015000000000000, 0001000000000000, 0018000000000000
0000000000000000, 0000000000000000, 001C000000000000, 0013000000000000, 0000000000000000, 0013000000000000, 0011000000000000, 0001000000000000, 000F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 000D000000000000, 0001000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0025000000000000, 0028000000000000, 0000000000000000, 0019000000000000, 0021000000000000, 0000000000000000, 001F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001F000000000000, 0020000000000000, 0000000000000000, 0015000000000000, 001B000000000000, 0000000000000000, 0019000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 00AA000000000000, 0001000000000000, 0103000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0010000000000000, 0000000000000000, 0000000000000000, 000B000000000000, 0001000000000000, 000D000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 000B000000000000, 0001000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001F000000000000, 0015000000000000, 0000000000000000, 0015000000000000, 0013000000000000, 0001000000000000, 0010000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0067000000000000, 0001000000000000, 007C000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 00E5000000000000, 0002000000000000, 0169000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0012000000000000, 0008000000000000, 000F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001D000000000000, 0014000000000000, 0000000000000000, 0014000000000000, 0012000000000000, 0001000000000000, 000F000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0076000000000000, 0001000000000000, 009B000000000000
0000000000000000, 0000000000000000, 001C000000000000, 0053000000000000, 0000000000000000, 0013000000000000, 002D000000000000, 0001000000000000, 0041000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 001F000000000000, 0025000000000000, 0000000000000000, 0015000000000000, 001A000000000000, 0001000000000000, 001D000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 000A000000000000, 0000000000000000, 0000000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0010000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 004F000000000000, 0002000000000000, 0078000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 016D000000000000, 0009000000000000, 0223000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000
0000000000000000, 0000000000000000, 0020000000000000, 0021000000000000, 0000000000000000, 0016000000000000, 0019000000000000, 0001000000000000, 001A000000000000
0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0400000000000000, 0000000000000000, 0054000000000000, 0002000000000000, 008E000000000000
0400000000000000, 0400000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0000000000000000, 0011000000000000, 0005000000000000, 000A000000000000
0000000000000000, 0000000000000000, 0021000000000000, 0028000000000000, 0000000000000000, 0017000000000000, 0022000000000000, 0001000000000000, 0029000000000000
0000000000000000, 0000000000000000, 0032000000000000, 002F000000000000, 0000000000000000, 0022000000000000, 002A000000000000, 0000000000000000, 0025000000000000
0000000000000000, 0000000000000000, 0017000000000000, 0011000000000000, 0000000000000000, 0010000000000000, 000F000000000000, 0001000000000000, 000D000000000000
